date-time,qty,charging
2026-09-11 00:00,17,true
2026-09-11 00:15,28,true
2026-09-11 00:30,39,true
2026-09-11 00:45,50,true
2026-09-11 01:00,60,true
2026-09-11 01:15,70,true
2026-09-11 01:30,78,true
2026-09-11 01:45,86,true
2026-09-11 02:00,92,true
2026-09-11 02:15,95,true
2026-09-11 02:30,98,true
2026-09-11 02:45,100,true
2026-09-11 03:00,100,true
2026-09-11 03:15,100,false
2026-09-11 03:30,100,false
2026-09-11 03:45,100,false
2026-09-11 04:00,100,false
2026-09-11 04:15,100,false
2026-09-11 04:30,100,false
2026-09-11 04:45,100,false
2026-09-11 05:00,100,false
2026-09-11 05:15,100,false
2026-09-11 05:30,100,false
2026-09-11 05:45,100,false
2026-09-11 06:00,100,false
2026-09-11 06:15,95,false
2026-09-11 06:30,94,false
2026-09-11 06:45,91,false
2026-09-11 07:00,84,false
2026-09-11 07:15,79,false
2026-09-11 07:30,75,false
2026-09-11 07:45,71,false
2026-09-11 08:00,69,false
2026-09-11 08:15,66,false
2026-09-11 08:30,61,false
2026-09-11 08:45,58,false
2026-09-11 09:00,54,false
2026-09-11 09:15,69,true
2026-09-11 09:30,84,true
2026-09-11 09:45,87,false
2026-09-11 10:00,93,false
2026-09-11 10:15,93,true
