date-time,qty,charging
2026-08-13 00:00,28,true
2026-08-13 00:15,30,true
2026-08-13 00:30,33,true
2026-08-13 00:45,36,true
2026-08-13 01:00,39,true
2026-08-13 01:15,42,true
2026-08-13 01:30,44,true
2026-08-13 01:45,47,true
2026-08-13 02:00,49,true
2026-08-13 02:15,52,true
2026-08-13 02:30,54,true
2026-08-13 02:45,56,true
2026-08-13 03:00,59,true
2026-08-13 03:15,61,true
2026-08-13 03:30,63,true
2026-08-13 03:45,65,true
2026-08-13 04:00,67,true
2026-08-13 04:15,69,true
2026-08-13 04:30,70,true
2026-08-13 04:45,72,true
2026-08-13 05:00,74,true
2026-08-13 05:15,75,true
2026-08-13 05:30,77,true
2026-08-13 05:45,79,true
2026-08-13 06:00,80,true
2026-08-13 06:15,81,true
2026-08-13 06:30,82,true
2026-08-13 06:45,83,true
2026-08-13 07:00,84,true
2026-08-13 07:15,85,true
2026-08-13 07:30,87,true
2026-08-13 07:45,88,true
2026-08-13 08:00,88,false
2026-08-13 08:15,84,false
2026-08-13 08:30,81,false
2026-08-13 08:45,80,true
2026-08-13 09:00,80,true
2026-08-13 09:15,80,true
2026-08-13 09:30,80,false
2026-08-13 09:45,78,false
2026-08-13 10:00,78,true
2026-08-13 10:15,78,true
2026-08-13 10:30,78,true
2026-08-13 10:45,81,true
2026-08-13 11:00,82,true
2026-08-13 11:15,77,false
2026-08-13 11:30,77,false
2026-08-13 11:45,83,false
2026-08-13 12:00,80,false
2026-08-13 12:15,81,true
2026-08-13 12:30,91,true
2026-08-13 13:00,90,true
2026-08-13 13:15,94,true
2026-08-13 13:30,97,true
2026-08-13 13:45,99,true
2026-08-13 14:00,100,true
2026-08-13 14:15,100,false
2026-08-13 14:30,100,false
2026-08-13 14:45,100,false
2026-08-13 15:00,100,false
2026-08-13 15:15,100,false
2026-08-13 15:30,100,false
2026-08-13 15:45,100,false
2026-08-13 16:00,100,false
2026-08-13 16:15,97,false
2026-08-13 16:30,94,false
2026-08-13 16:45,89,true
2026-08-13 17:00,91,true
2026-08-13 17:15,97,true
2026-08-13 17:30,99,true
2026-08-13 17:45,100,true
2026-08-13 18:00,100,false
2026-08-13 18:15,100,false
2026-08-13 18:30,100,false
2026-08-13 18:45,100,false
2026-08-13 19:15,100,false
2026-08-13 19:30,95,false
2026-08-13 19:45,92,false
2026-08-13 20:00,91,false
2026-08-13 20:15,88,false
2026-08-13 20:30,85,false
2026-08-13 20:45,83,false
2026-08-13 21:00,80,false
2026-08-13 21:15,75,false
2026-08-13 21:30,67,false
2026-08-13 21:45,61,false
2026-08-13 22:00,59,false
2026-08-13 22:15,59,false
2026-08-13 22:30,57,false
2026-08-13 22:45,57,true
2026-08-13 23:00,76,true
2026-08-13 23:15,87,true
2026-08-13 23:30,93,true
2026-08-13 23:45,96,true
