date-time,qty,charging
2026-08-14 00:00,98,true
2026-08-14 00:15,100,true
2026-08-14 00:30,100,false
2026-08-14 00:45,100,false
2026-08-14 01:00,100,false
2026-08-14 01:15,100,false
2026-08-14 01:30,100,false
2026-08-14 01:45,100,false
2026-08-14 02:00,100,false
2026-08-14 02:15,100,false
2026-08-14 02:30,100,false
2026-08-14 02:45,100,false
2026-08-14 03:00,100,false
2026-08-14 03:15,100,false
2026-08-14 03:30,100,false
2026-08-14 03:45,100,false
2026-08-14 04:00,100,false
2026-08-14 04:15,100,false
2026-08-14 04:30,100,false
2026-08-14 04:45,100,false
2026-08-14 05:00,100,false
2026-08-14 05:15,100,false
2026-08-14 05:30,100,false
2026-08-14 05:45,100,false
2026-08-14 06:00,100,false
2026-08-14 06:15,100,false
2026-08-14 06:30,100,false
2026-08-14 06:45,100,false
2026-08-14 07:00,100,false
2026-08-14 07:15,100,false
2026-08-14 07:30,98,false
2026-08-14 07:45,92,false
2026-08-14 08:00,87,false
2026-08-14 08:15,82,false
2026-08-14 08:30,79,false
2026-08-14 08:45,73,false
2026-08-14 09:00,66,false
2026-08-14 09:15,61,false
2026-08-14 09:30,58,false
2026-08-14 09:45,53,false
2026-08-14 10:00,50,false
2026-08-14 10:15,46,false
2026-08-14 10:30,40,false
2026-08-14 10:45,30,false
2026-08-14 11:00,21,false
2026-08-14 11:15,15,false
2026-08-14 11:30,5,false
2026-08-14 11:45,1,false
2026-08-14 12:00,11,true
2026-08-14 12:15,25,true
2026-08-14 12:30,36,true
2026-08-14 12:45,49,true
2026-08-14 13:00,64,true
2026-08-14 13:15,78,true
2026-08-14 13:30,85,true
2026-08-14 13:45,93,true
2026-08-14 14:00,96,true
2026-08-14 14:15,99,true
2026-08-14 14:30,100,true
2026-08-14 14:45,100,false
2026-08-14 15:00,100,false
2026-08-14 15:15,100,false
2026-08-14 15:30,100,false
2026-08-14 15:45,100,false
2026-08-14 16:00,100,false
2026-08-14 16:15,100,false
2026-08-14 16:30,95,false
2026-08-14 16:45,91,false
2026-08-14 17:00,89,false
2026-08-14 17:15,88,false
2026-08-14 17:30,86,false
2026-08-14 17:45,84,false
2026-08-14 18:00,83,false
2026-08-14 18:15,82,false
2026-08-14 18:30,79,false
2026-08-14 18:45,78,false
2026-08-14 19:15,74,false
2026-08-14 19:30,71,false
2026-08-14 19:45,70,false
2026-08-14 20:00,70,false
2026-08-14 20:15,68,false
2026-08-14 20:30,68,false
2026-08-14 20:45,68,false
2026-08-14 21:00,67,false
2026-08-14 21:15,66,false
2026-08-14 21:30,65,false
2026-08-14 21:45,65,false
2026-08-14 22:00,65,false
2026-08-14 22:15,63,false
2026-08-14 22:30,63,false
2026-08-14 22:45,69,true
2026-08-14 23:00,82,true
2026-08-14 23:15,91,true
2026-08-14 23:30,95,true
2026-08-14 23:45,98,true
