date-time,qty,charging
2026-04-07 18:30,71,true
2026-04-07 18:45,80,true
2026-04-07 19:00,88,true
2026-04-07 19:15,95,true
2026-04-07 19:30,98,true
2026-04-07 19:45,99,true
2026-04-07 20:00,100,true
2026-04-07 20:15,100,false
2026-04-07 20:30,100,false
2026-04-07 20:45,100,false
2026-04-07 21:00,100,false
2026-04-07 21:15,100,false
2026-04-07 21:30,100,false
2026-04-07 21:45,98,false
2026-04-07 22:00,96,false
2026-04-07 22:15,94,false
2026-04-07 22:30,91,false
2026-04-07 22:45,88,false
2026-04-07 23:00,86,false
2026-04-07 23:15,86,false
2026-04-07 23:30,85,false
2026-04-07 23:45,81,false
